COD_ACTE,DT_MODIF,NOM_COURT
DELF016,2024-11-04,implant. sc défibrillateur auto sans fct atriale +2sonde cav. dtes v.v
DELF017,2024-11-04,pose 1sonde supplémentaire stimul. card. v.v
DBKA002,2024-11-04,remplt valve mitrale proth. position non anat. thor.tomie +CEC
DBKA003,2024-11-04,remplt valve aort. bioproth. sans armature thor.tomie +CEC
DBKA004,2024-11-04,remplt valve tricuspide proth. thor.tomie +CEC
DBKA005,2024-11-04,remplt valve mitrale homogreffe thor.tomie +CEC
DBKA006,2024-11-04,remplt valve aort. proth. thor.tomie +CEC
DBKA007,2024-11-04,remplt valve pulm. proth. thor.tomie +CEC
DBKA008,2024-11-04,remplt valve tricuspide homogreffe thor.tomie +CEC
DBKA009,2024-11-04,remplt valve aort. +valve mitrale proth. thor.tomie +CEC
DGAA003,2024-11-04,angioplast aort. horiz.+réimplant. tr. supraaort thor.tomie +CEC
DGAA004,2024-11-04,angioplast/résec sténose aort. horiz +isthme thor.tomie +CEC
DDMA012,2024-11-04,pontage coron 3gref. art. +gref. vn +4anast. dist. thor.tomie +CEC
DDMA013,2024-11-04,pontage coron 3gref. art. +4anast. dist. thor.tomie +CEC
EAQH001,2024-11-04,artério céréb. sélect. +test Wada barbit. pr explo fct cogn.
EAQM001,2024-11-04,surv. continue circ. art. intracrân. doppler transcrânien/24h
EAQM002,2024-11-04,monitorage circ. art. intracrân. doppler transcrân.
EAQM003,2024-11-04,doppler transcrân. des vssx intracrâniens +épreuve pharmacodynamique
EAQM004,2024-11-04,doppler transcrân. vssx intracrâniens sans épreuve pharmacodynamique
EAQM005,2024-11-04,doppler transfontanellaire des vssx intracrâniens
EASA001,2024-11-04,ligature vss intracrân. supratentoriel craniot.
EASA002,2024-11-04,ligature vss intracrân. infratentoriel craniot.
EASF001,2024-11-04,oblitération plus. anévr. intracrâniens sf phase hémorr. cathé art
EASF002,2024-11-04,occlusion intraluminale 1vss intracrân. afférent à 1T. vasc.transcut.
EASF003,2024-11-04,occlus intraluminale plus. vssx intracrân afférents à 1T vasc.transcut
EASF004,2024-11-04,embol. sup.sélect branche carotide int. cathé art.
EASF005,2024-11-04,embol. FAV durale cranioencéphal. multipéd v. art. +vn transcutanées
EASF006,2024-11-04,embol. 1FAV durale cranioencéphalique unipéd. v. art/vn transcut.
ABLA001,2024-11-04,pose cathé ventr/intrakystiq céréb. transcrân. +diffuseur/pompe sscut
ABLB001,2024-11-04,pose cathé. ventr. céréb. transcrân +P.I.C. +tests dynamiques
DGCA021,2024-11-04,pontage aort.birén laparo
DGCA022,2024-11-04,pontage bifurqué aort.bisiliaq laparo +clamp infrarénal
DGCA023,2024-11-04,pontage aort. desc+aort. abd. infrarénale thor.phréno.laparo
DGCA024,2024-11-04,pontage aort.rén rétrograde unilat. laparo/lombot.
DGCA025,2024-11-04,suture lat. plaie aort. thor. thor.tomie sans CEC
DGCA026,2024-11-04,pontage bifurqué aort.bisiliaq laparo +clamp suprarénal
DGCA027,2024-11-04,pontage aort. asc.-aort. abd. sans exclus. thor.tomie +laparo +CEC
DGCA028,2024-11-04,pontage aort. thor. thor.tomie +CEC
DGCA029,2024-11-04,pontage bifurqué AIF laparo +clamp infrarénal
DGCA030,2024-11-04,pontage bifurqué aort.bifém itératif sans abl. proth. laparo
DGCA031,2024-11-04,pontage aort. thor. thor.tomie sans CEC
DGCA032,2024-11-04,pontage aorte-TABC thor.tomie
DGDA001,2024-11-04,aortopexie rétrosternale
DGFA001,2024-11-04,thrombo.ectomie tr. aort. abd. laparo
DGFA002,2024-11-04,thrombo.ectomie aort. horiz+tr. supraaortiques thor.tomie +CEC
DGFA003,2024-11-04,thrombo.ectomie aort.bisiliaq laparo
DGFA004,2024-11-04,thrombectomie aort. abdo +/-iliaq com+/-ext. ab.inguinofém. bilat.
DGFA005,2024-11-04,thrombectomie 1pontage aort. abdo/branches laparo
DGFA006,2024-11-04,prélèv. gref. art. aorto-iliaque laparo chez DCD
DGFA007,2024-11-04,thrombo.ectomie aorto-ilio-fémorale unilat. laparo
DGFA008,2024-11-04,thrombo.ectomie aorto-ilio-fémorale bilat. laparo
DGFA009,2024-11-04,thrombo.ectomie aorto-iliaque unilat. laparo
DGFA010,2024-11-04,thrombectomie aort. abdo +/-iliaq com. +/-ext. laparo
DDMA006,2024-11-04,pontage coron 2art.+3anast. dist. thor.tomie +CEC
DDMA007,2024-11-04,pontage coron gref. vn +1anast. dist. thor.tomie +CEC
DDMA008,2024-11-04,pontage coron 2gref. art. +4anast. dist. thor.tomie +CEC
DDMA009,2024-11-04,pontage coron 2art.+1v. >3anast. dist. thor.tomie +CEC
DDMA011,2024-11-04,pontage coron 1gref. art. +gref. vn +2anast. dist. thor.tomie +CEC
AHGA002,2024-11-04,abl. 1stimul. électrique restaur. motricité mb sup.
BGPA002,2024-11-04,dissection mbn épirétinienne +/- mbn vitrée
DGAA005,2024-11-04,angioplast/résec sténose aort. horiz +isthme thor.tomie sans CEC
DGAA006,2024-11-04,angio.plast élargt aort. horiz. sans réimplant. thor.tomie +CEC
DGAF001,2024-11-04,dilat. intraluminale aort. thor. sans Stent cathé art.
EBNH001,2024-11-04,sclérose 1malf. vasc. cerv. +/- faciale inj. intralés. guid radio
EBPA003,2024-11-04,décompr. art. vertéb. intratransversaire cerv.tomie
EBQF003,2024-11-04,angio segt ant oeil i.v. fluoresceine
EBQH001,2024-11-04,phlébo globale 1axe cerv.céph v.v
EBQH002,2024-11-04,artério 3axes cerv.céph cathé art.
EBQH003,2024-11-04,artério cerv.céph vasc.transcut. pr diag. mort céréb.
EBQH005,2024-11-04,artério H.sélect cerv.céph cathé art.
EBQH007,2024-11-04,artério sup.sélect cerv.céph cathé art.
EBQH008,2024-11-04,artério plus. axes cerv.céph inj intraart transcut mult.
EBQH009,2024-11-04,phlébo 1axe cerv.céph inj. intrajugulaire transcut.
EBQH010,2024-11-04,artério 1axe cerv.céph inj. art. transcut. unique
EBQH011,2024-11-04,artério 1/2axes cerv.céph cathé art.
DGCA012,2024-11-04,pontage aort.aort. infrarénal laparo +clamp suprarénal
DGCA013,2024-11-04,pontages mult. entre aort. +les tr. supraaortiques thor.tomie sans CEC
DGCA014,2024-11-04,pontage rétrograde aort.mésent/iliomésentérique sup. laparo
DGCA015,2024-11-04,pontage aort. asc-aort. abd. sans exclus.aort.thor. thor.tomie +laparo
DGCA016,2024-11-04,pontage antérograde aort.mésent sup. laparo
DGCA017,2024-11-04,suture lat. plaie aort. thor. thor.tomie +CEC
DGCA018,2024-11-04,pontage aort.rén antérograde unilat. laparo/lombot.
DGCA019,2024-11-04,pontage aort.fém unilat. laparo +clamp suprarénal
DGCA020,2024-11-04,pontage bifurqué AIF laparo +clamp suprarénal
BGNP005,2024-11-04,séance photocoag pr rétinopathie prématuré
BGPA001,2024-11-04,rétinotomie relaxante +/- dissection mbn rétrorétinienne
EASF012,2024-11-04,occlusion intraluminale 1vss intracrân. vasc.transcut.
EASF013,2024-11-04,oblitération plus. anévr. intracrâne aig. hémorr. cathé art.
EASF014,2024-11-04,embol. sélect/h.sélect branche carotide int. cathé art.
CEQP008,2024-11-04,PE vestibul origine sacculaire EMG
DELF902,2024-11-04,implant sc stimul card définitif +3sonde sinus coro-OG +atriale+VD v.v
DELF903,2024-11-04,implant sc stimul card définitif +3sondes 2atriales+1VD v.v
DELF904,2024-11-04,implant sc stimul card définitif +3sonde 2sinus coro+1atriale/VD v.v
DELF905,2024-11-04,pose sc stimul card définitif 2sde dte+1sinus cor. +1vn card. gche v.v
DEMP001,2024-11-04,ctrl +réglage transcut. secondaires 1défibrillateur
DEMP002,2024-11-04,ctrl +réglage transcut. secondaires 1stimul. card.
DENF014,2024-11-04,"destruc 1 foyer arythm atrial+crt rfrq, cathe vein+v.tsept"
DENF015,2024-11-04,destruc 1 foyer/interrupt crc arythm ventric+crt rfrq cathe vein
DENF017,2024-11-04,destruc 1 foyer arythm atrial+crt rfrq cathe vein
DENF018,2024-11-04,destruc plus. foyer arythm atrial+crt rfrq cathe vein+v.t.sept
DENF021,2024-11-04,"destruc plus. foyer arythm atrial+crt rfrq, cathe vein"
DENF035,2024-11-04,destr plus. foyer/int.rupt plus. crc ventric arythm+crt rfrq cath vein
DEPF004,2024-11-04,interrupt cplt de plus. v. access cdct card+crt rfrq cathe vein
DEPF005,2024-11-04,interrupt cplt v. access conduct card+crt rfrq cathe vein
DEPF006,2024-11-04,interrupt cplt tissu nodal jct a.v.+crt rfrq cathe vein
DEPF010,2024-11-04,INTERRUPT VOIE LENTE/RAPIDE JCT A. V. + RFRQ / CRYO VOIE VEIN
DEPF012,2024-11-04,INTERRUPT CPLT CRC ARYTHM ISTH CAVOTRIC RFRQ / CRYO VOIE VEIN
DEPF014,2024-11-04,interruptcplt crc arythm dh isth cavotric+crt rfrq cathe vein+v.t.sept
DEPF025,2024-11-04,interrupt cplt crc arythm dh isth cavotric+crt rfrq cathe vein
DEQF001,2024-11-04,ECG intracav. +provoc tachycardie à étage ventr.
DEQF002,2024-11-04,ECG intracav. +provoc tachycardie à étage atrial +à étage ventr.
DEQF003,2024-11-04,ECG intracav.
EBSA004,2024-11-04,ligature bilat. art. ethmoïdale ant. +/- art. ethmoïdale post.
EBSA005,2024-11-04,occlusion progr. carotide commune/carotide int. pose clamp cerv.tomie
EBSA006,2024-11-04,ligature carotide int. cerv.tomie
EBSA007,2024-11-04,ligature art. vertéb. prox. cerv.tomie
EBSA008,2024-11-04,ligature unilat. art. ethmoïdale ant. +/- art. ethmoïdale post.
EBSA009,2024-11-04,ligature art. sphénopalatine +art. ethmoïdale
EBSA010,2024-11-04,ligature tr/branche carotide ext. cerv.tomie
EBSA011,2024-11-04,hémostase IIre reprise cerv.tomie
EBSA012,2024-11-04,hémostase IIre à 1acte sur les vssx cerv.céph cerv.tomie
EBSF001,2024-11-04,occlusion 1FAV directe cerv/crânienne vasc.transcut.
EBSF003,2024-11-04,embol. sélect/h.sélect branche carotide ext. cathé art.
EBSF004,2024-11-04,embol. sup.sélect branche carotide ext. cathé art.
EBSH001,2024-11-04,occlusion 1malf. vasc. cerv+/-faciale inj. intralés. colle guid radio
ECAF001,2024-11-04,dilat. intraluminale 1art. mb sup. +Stent cathé art.
ECAF002,2024-11-04,dilat. intraluminale 1art. mb sup. sans Stent cathé art.
ECAF003,2024-11-04,dilat. intraluminale TABC/carotide thor. sans Stent cathé art.
ECAF004,2024-11-04,dilat. intraluminale TABC/carotide thor. +Stent cathé art.
ECCA001,2024-11-04,sutures 2art. 1rayon
ECCA002,2024-11-04,pontage 1art. main ab. direct
ECCA003,2024-11-04,pontage 1art. mb sup. ab. direct
ECCA004,2024-11-04,suture 1art. mb sup. ab. direct
ECCA005,2024-11-04,suture 1art. 1rayon
ECCA006,2024-11-04,suture TABC thor.tomie
ECCA007,2024-11-04,pontage homolat. s.clav.axil ab. direct
ECCA009,2024-11-04,pontage croisé intersubclav/interaxill/intersubclavioaxill cerv.tomie
ECCA010,2024-11-04,suture art. s.clav. cerv.tomie
DGFA011,2024-11-04,thrombo.ectomie tr+branche visc aort. diaphragm. thor.phréno.laparo
DAGF001,2024-11-04,abl. C.E intracardiaque/intravasculaire vasc.transcut.
DAHF001,2024-11-04,biopsie endocarde +myocarde vasc.transcut.
BDGA004,2024-11-04,abl. C.E superf. +prof. mult. cornée
BDGA005,2024-11-04,abl. 1C.E prof. cornée
BDGP002,2024-11-04,abl. 1C.E superf. cornée
BDGP003,2024-11-04,abl. C.E superf. mult. cornée
BDHA001,2024-11-04,biopsie cornée
BDHP001,2024-11-04,prélèv. superf. cornée pr frottis +/- culture
BDJP001,2024-11-04,irrigation continue cornée +/- conj.
BDLA002,2024-11-04,pose kératoprothèse 1temps
BDLA003,2024-11-04,pose kératoprothèse biocolonisable
BDLA005,2024-11-04,POSE D'ANNEAUX INTRACORNEENS A BUT THÉRAPEUTIQUE
EASF007,2024-11-04,oblitération intraluminale 1anévr. intracrân. aig. hémorr. cathé art.
EASF008,2024-11-04,oblitér. intraluminale 1anévr. intracrân. sf phase hémorr. cathé art.
EASF009,2024-11-04,embol. FAV durale cranioencéphalique unipéd. v. art. +vn transcutanées
EASF010,2024-11-04,oblitération 1anévr. intracrân. phase aig. hémorr. cathé art.
EASF011,2024-11-04,oblitération anévr. intracrân. sf aig. hémorr. cathé art.
CDQP017,2024-11-04,P.E auditifs précoces pr conduction +mesure des amplitudes
CDRP001,2024-11-04,électrostim. des acouphènes
CDRP002,2024-11-04,épreuves dépist. surdité av. âge 3ans
CEQP001,2024-11-04,électrocochléographie sans AG
CEQP002,2024-11-04,statokinésimétrie +stabilométrie
CEQP005,2024-11-04,posturographie sur plateforme force
CEQP006,2024-11-04,électrocochléographie +AG
EBAA002,2024-11-04,angio.plast élargt bifurc. carotid. sans thrombo.ectomie cerv.tomie
EBAF001,2024-11-04,dilat. intraluminale carotide int. extracrân. +Stent cathé art.
EBAF003,2024-11-04,dilat. intraluminale carotide int. extracrân. sans Stent cathé art.
AHLH003,2024-11-04,infiltr. thérap. plexus lombosacral guid scan
AHLH004,2024-11-04,infiltr. thérap. nf pelv. prof. guid scan
AHLH005,2024-11-04,infiltr. anest. plexus lombosacral +éval. diag/pronost. guid scan
AHLH006,2024-11-04,infiltr. thérap. nf prof. 1mb guid radio
AHLH007,2024-11-04,infiltr. thérap. nf spinal à émergence rach. guid scan
AHLH008,2024-11-04,infiltr. anest. nf gd occipital +éval. diag/pronost. guid radio
AHLH009,2024-11-04,infiltr. anest. tr. nf prof. +éval. diag/pronost. guid radio
AHLH010,2024-11-04,infiltr. thérap. nf pelv. prof. guid radio
AHLH011,2024-11-04,infiltr. anest. branche dorsale nf spinal +éval. guid radio
AHLH012,2024-11-04,bloc anest. continu 1nf spinal à son émergence rach. guid radio
AHLH013,2024-11-04,bloc anest. continu 1nf spinal à son émergence rach. guid scan
AHLH014,2024-11-04,infiltr. thérap. nf spinal à émergence rach. guid radio
AHLH015,2024-11-04,infiltr. thérap. 1nf prof. ds 1canal ostéofibreux guid scan
AHLH016,2024-11-04,infiltr. anest. plexus lombosacral +éval. diag/pronost. guid radio
AHLH017,2024-11-04,infiltr. thérap. rameau dorsal nf spinal guid scan
AHLH018,2024-11-04,infiltr. thérap. rameau dorsal nf spinal guid radio
EBCA013,2024-11-04,pontage carotidohuméral/s.clav.hum ab. direct
EBCA014,2024-11-04,pontage carotidovertébral prox. /s.clav.vertéb prox. cerv.tomie
EBCA015,2024-11-04,pontage aort.car cerv.tomie +thor.tomie
EBCA016,2024-11-04,suture art. vertéb. prox. cerv.tomie
DAMA003,2024-11-04,création 1CIA thor.tomie
DAMA005,2024-11-04,correc 1malf. sténosante intraatriale cong. thor.tomie +CEC
DAMA900,2024-11-04,card.plast substitution ventr. thor.tomie +CEC
DAMA901,2024-11-04,card.plast substitution ventr. thor.tomie sans CEC
DAMF001,2024-11-04,création 1CIA v.v
DAPA001,2024-11-04,interruption conduit art. thor.tomie sans CEC
DAPC001,2024-11-04,interruption conduit art. thor.scopie sans CEC
DAQL001,2024-11-04,scinti perf. myocard. après épreuve effort/pharmaco sans synchro ECG
DAQL002,2024-11-04,scinti des cav. card. au repos selon 1incidence
DEQF004,2024-11-04,ECG intracav. +provoc tachycardie à étage atrial
DEQF005,2024-11-04,ECG inctracav sondes dte+gche vasc.transcut. +provoc tachycardie
DEQP001,2024-11-04,ECG +enreg. événementiel déclenché +télétransmission
DEQP002,2024-11-04,ECG à hte amplification
DEQP004,2024-11-04,scope/téléecg continu/24h
DEQP005,2024-11-04,ECG sur au moins 2dériv. +enreg. continu pdt au moins/24h
DEQP006,2024-11-04,vectocardiographie
DEQP007,2024-11-04,scope/téléECG continu +surv. press art+/-SaO2 non effractives/24h
DEQP008,2024-11-04,cartographie ECG 3D pdt 1itv sur syst. cardionecteur
DERD001,2024-11-04,stimul. Temp. v. oesoph. pr TSV
DERF001,2024-11-04,choc électrique card. à basse énergie vasc.transcut.
DERF002,2024-11-04,choc électrique card. à hte énergie vasc.transcut.
DERF003,2024-11-04,stimul. temp. pr TSV
DERF004,2024-11-04,stimul. électrique temp. oreillette +/- ventr. pr TV v.vasc.transcut.
DERP001,2024-11-04,déclt FV test défibrillateur
DERP003,2024-11-04,choc électrique card. transcut. sf urgence
BDMA001,2024-11-04,autokératoplastie rotation
BDMA002,2024-11-04,kératoplastie lamellaire prof.
DFAA002,2024-11-04,angioplast pr sténose cong. 1branche AP thor.tomie +CEC
DFAA003,2024-11-04,angioplast pr sténose cong. tr. A.P thor.tomie +CEC
DFAA004,2024-11-04,angioplast pr sténose cong. bifurc. A.P thor.tomie +CEC
DFAA005,2024-11-04,angioplast pr sténose cong. 1branche AP thor.tomie sans CEC
AHLH019,2024-11-04,bloc anest. continu plexus lombosacral guid scan
AHLH020,2024-11-04,infiltr. anest. tr. nf prof. +éval. diag/pronost. guid scan
AHNB001,2024-11-04,destruc. nf paroi tr. transcut.
AHNB002,2024-11-04,destruc. sélect. nf gd occipital transcut.
AHNH001,2024-11-04,destruc. rameau dorsal 1nf spinal transcut. guid radio
AHNH002,2024-11-04,destruc. rameau dorsal 1nf spinal transcut. guid scan
AHPA001,2024-11-04,libér. nf à cheville +/- au pied ab. direct
DEPF033,2024-11-04,INTERRUPT CPLT CRC ARYTHM OST V PULM RFRQ / CRYO VOIE VEIN & T SEPT
DEQA001,2024-11-04,ECG +implant. sscut 1dispositif enreg. continu
DEQD001,2024-11-04,explo. électrophysiologique oreillette v. oesoph
DGKA012,2024-11-04,remplt ensemble aort. thor. thor.phréno.laparo +CEC
DGFA020,2024-11-04,résec.anast isthme aort. thor.tomie sans CEC av. âge 3ans
DGGA001,2024-11-04,abl. 1contrepulsion thor.tomie
DGGA002,2024-11-04,abl. proth. aort. abd. +pontage axil.bifém ab. direct
DGGA003,2024-11-04,abl. proth. aort. abd. +pontage aort.bisiliaq/aort.bifém laparo
DGGA004,2024-11-04,abl. 1contrepulsion +anast. art. ab. art. périph.
DGKA001,2024-11-04,remplt aort. asc+horiz. sans valve/réimplant. Coron. thor.tomie +CEC
DGKA002,2024-11-04,remplt isthme aort. thor.tomie sans dériv. vasc. ni CEC
DGKA003,2024-11-04,remplt aort. thor. asc.+réimplant. coron. thor.tomie +CEC
DGKA004,2024-11-04,remplt aort. abdo/iliaq laparo
DGKA005,2024-11-04,remplt aort. thor. horiz. thor.tomie +CEC
DGKA006,2024-11-04,remplt aort. thor. desc+diaphragm. thor.phréno.laparo sans dériv
DGKA007,2024-11-04,remplt aort. thor. desc. thor.tomie +CEC
DGKA008,2024-11-04,remplt aort. thor. desc. +aort. diaphragm. thor.phréno.laparo +CEC
DGKA009,2024-11-04,remplt aort. thor. desc. thor.tomie sans CEC
DGKA010,2024-11-04,remplt aort. diaphragm. thor.phréno.laparo +CEC
DGKA011,2024-11-04,remplt aort. asc+valve aort thor.tomie +CEC
DHSA001,2024-11-04,filtre cave laparo
DHSA002,2024-11-04,ligature VCI +/- 1ses branches viscérales laparo
DHSF001,2024-11-04,oblitération part. temp. VCI v.v
DHSF002,2024-11-04,oblitération part. définitive VCI v.v
DKMD001,2024-11-04,ressuscitation card.resp ++intub hors bloc
DKMD002,2024-11-04,ressuscitation card.resp +intub. ds 1bloc médicotechnique
DKRP001,2024-11-04,séance réentraînement card. effort +AVQ
DKRP002,2024-11-04,séance réentraînement card. effort +AVQ + sport collectif
DKRP003,2024-11-04,séance réentraînement card. effort +à activité sportive collective
DKRP004,2024-11-04,épreuve effort +ECG discontinue
DKRP005,2024-11-04,séance réentraînement 1insuffisant card. effort
DZEA001,2024-11-04,gref. itérative coeur thor.tomie +CEC
DZEA002,2024-11-04,gref. orthotopique coeur thor.tomie +CEC
DZEA003,2024-11-04,gref. hétérotopique coeur thor.tomie +CEC
DDSF001,2024-11-04,embol/ferm. 1fistule/1anévr. coronaire vasc.transcut.
DEEA001,2024-11-04,repos. sc 1générateur implantable stimul/défibrillation card.
DEEF001,2024-11-04,repos. sonde stimul. card. v.v
DEEF002,2024-11-04,repos. sonde défibrillation card. v.v
DEFA001,2024-11-04,exérèse/destruc. foyer arythmogène tachycardie ventr. thor.tomie +CEC
DEFA002,2024-11-04,destruc. foyer arythmogène thor.tomie +CEC
DEGA003,2024-11-04,abl. 1générateur sc stimul/défibrillation card. implantable
DEGF001,2024-11-04,abl. 1sonde stimul/défibrillation card. +util. dispositif spéc. v.v
DEGF002,2024-11-04,abl. plus. sondes stimul. card. sans util. dispositif spéc. v.v
BAFA003,2024-11-04,résec. cut. suprasourcilière bilat.
BAFA004,2024-11-04,résec. lame prof. releveur paup. sup. +/-résec. Tarsoconjonctivale
BAFA005,2024-11-04,exérèse non transfixiante lés. mult. unilat. paup.
BAFA006,2024-11-04,exérèse non transfixiante 1lés. 1paup.
BAFA007,2024-11-04,résec. unilat. cut. musc. +/- graisseuse niv. des paup. ab. cut.
BAFA008,2024-11-04,résec. bilat. cut. musc. +/- graisseuse niv. des paup. sup. ab. cut.
BAFA009,2024-11-04,résec. bilat. cut. musc. +/- graisseuse niv. des paup. ab. cut.
BAFA010,2024-11-04,exérèse lés. sscut sourcil
DAQL003,2024-11-04,tomoscinti perf. myocard. au repos sans synchronisation ECG
DAQL004,2024-11-04,scinti des cav. card. pdt 1épreuve effort/1épreuve pharmaco
DAQL005,2024-11-04,rech. isotop. thrombose intracardiaque
